186742
 Atoms. Timestep: 1300
1 -39.4685 -21.1628 -22.7699
1 -41.1452 -21.1668 -23.6595
1 -38.8249 -19.5927 -20.7299
1 -39.5603 -18.957 -21.6998
1 -38.2633 -17.6626 -21.5618
1 -39.5776 -18.9201 -20.6083
1 -38.6767 -19.5373 -21.7279
1 -33.8199 -19.5219 -20.1177
1 -35.7614 -16.7506 -20.9728
1 -36.3855 -19.1639 -22.1765
1 -35.8702 -16.0168 -20.2821
1 -36.9345 -20.0446 -21.7387
1 -36.0823 -20.3265 -19.6433
1 -34.4224 -17.609 -19.7346
1 -34.2501 -17.6172 -20.8208
1 -34.2592 -19.4183 -21.9161
1 -34.1957 -16.9723 -21.6185
1 -36.5936 -17.7703 -20.7376
1 -36.4475 -18.7083 -19.6684
1 -37.4331 -19.2158 -21.4301
1 -33.666 -18.5924 -21.4622
1 -35.2195 -17.5951 -21.2155
1 -32.9691 -18.8543 -20.2856
1 -31.4475 -19.055 -20.0499
1 -32.075 -18.2409 -20.2423
1 -35.2148 -17.2316 -20.2737
1 -33.2375 -20.7019 -19.6827
1 -35.8953 -18.4228 -21.6458
1 -36.5612 -17.8477 -22.4364
1 -36.0436 -19.2077 -23.3918
1 -35.8188 -18.3645 -22.8836
1 -37.4803 -19.689 -22.8823
1 -36.0171 -17.7315 -23.787
1 -37.945 -18.0342 -23.2671
1 -37.1007 -17.4542 -23.1965
1 -35.4223 -19.0158 -20.963
1 -34.0985 -21.2193 -18.8664
1 -34.0057 -22.1985 -17.6993
1 -33.1117 -20.8564 -18.4128
1 -34.5151 -19.5235 -17.9466
1 -36.1644 -17.4441 -21.5984
1 -37.5896 -17.8121 -20.0642
1 -36.6641 -16.6292 -21.9405
1 -35.0095 -18.257 -20.4318
1 -35.3203 -17.5984 -19.2668
1 -35.5471 -19.5752 -20.132
1 -34.7439 -18.6791 -22.4497
1 -35.8504 -20.4024 -20.6292
1 -34.1512 -18.0045 -18.8461
1 -34.7963 -16.4918 -20.8273
1 -34.8907 -18.4926 -19.4546
1 -36.4807 -20.2474 -18.712
1 -33.3711 -17.7036 -19.6989
1 -34.8233 -18.2187 -18.1237
1 -35.9692 -17.1203 -18.6586
1 -36.8072 -17.7051 -19.3935
1 -33.1281 -14.1688 -17.9976
1 -34.4577 -19.3028 -20.8778
1 -34.3128 -20.4012 -20.4175
1 -34.2107 -20.5156 -21.6709
1 -33.6433 -19.84 -21.1716
1 -34.6889 -19.4732 -19.6023
1 -35.3021 -19.4112 -21.957
1 -34.6838 -18.4415 -21.4619
1 -34.4826 -16.5964 -19.8113
1 -35.7028 -16.7106 -19.5592
1 -35.0942 -21.07 -20.5009
1 -36.9088 -18.3807 -21.6459
1 -36.9466 -18.1742 -18.505
1 -36.6788 -16.6235 -19.1977
1 -35.1091 -20.1334 -21.27
1 -35.0808 -20.391 -19.7536
1 -34.7093 -21.3438 -22.4628
1 -40.9481 -19.4471 -24.6256
1 -42.0888 -19.8392 -22.7272
1 -40.8271 -20.2176 -23.9771
1 -40.9747 -18.1206 -24.0246
1 -41.7705 -19.825 -23.7053
1 -41.209 -20.2777 -22.9784
1 -40.1025 -19.696 -23.507
1 -41.5274 -17.3623 -23.4376
1 -40.878 -19.0296 -23.5085
1 -35.4381 -20.4474 -22.2584
1 -35.9541 -21.2315 -21.6475
1 -35.4972 -22.1372 -21.5452
1 -34.83 -21.9978 -20.8003
1 -36.4631 -20.7597 -22.3809
1 -37.2276 -21.6346 -21.09
1 -36.375 -21.2911 -18.9492
1 -36.632 -21.4769 -19.976
1 -37.7405 -22.3664 -21.5606
1 -37.7023 -21.6055 -20.0103
1 -34.9544 -21.1914 -21.4939
1 -37.8301 -19.8329 -19.7963
1 -35.6603 -21.6115 -22.8338
1 -37.3444 -19.3069 -18.6906
1 -35.8242 -18.4701 -18.9006
1 -39.9343 -16.2768 -22.2144
1 -40.0375 -18.0428 -20.3
1 -40.8501 -18.4671 -18.194
1 -40.176 -19.7425 -20.5698
1 -41.0051 -19.0211 -19.572
1 -41.0914 -17.8826 -19.6341
1 -40.9075 -19.3922 -18.5951
1 -40.6327 -17.564 -18.6428
1 -42.0487 -19.2011 -19.1378
1 -41.936 -17.2892 -19.8144
1 -41.6394 -17.8579 -18.7334
1 -42.0983 -18.414 -20.6585
1 -42.5705 -18.3803 -18.7278
1 -42.0301 -18.2772 -19.5993
1 -41.8012 -18.7492 -17.911
1 -40.6693 -18.833 -20.8138
1 -39.6768 -17.7778 -22.4333
1 -37.6314 -17.9379 -22.3106
1 -39.6468 -17.3553 -20.9324
1 -39.6609 -16.8645 -20.0437
1 -40.2411 -18.1994 -21.4952
1 -40.282 -17.6896 -23.2365
1 -40.6123 -17.1173 -21.1083
1 -38.921 -18.0574 -20.5998
1 -39.214 -18.0174 -21.5654
1 -38.7555 -16.8996 -20.7827
1 -39.5148 -16.4027 -21.2548
1 -45.85 -14.2402 -28.3523
1 -45.4773 -15.1803 -27.4393
1 -46.6997 -14.9249 -27.807
1 -47.2775 -16.7822 -23.9149
1 -47.6188 -17.6152 -23.3691
1 -47.6582 -17.5512 -24.6414
1 -49.473 -23.3309 -27.3697
1 -48.4508 -23.1704 -27.5589
1 -50.1681 -24.1638 -28.0611
1 -50.5746 -23.0839 -28.7682
1 -49.5642 -23.1849 -28.5329
1 -47.6924 -16.3024 -24.8644
1 -45.9948 -15.4007 -28.5254
1 -39.1318 -16.8932 -22.2111
1 -38.7318 -17.6472 -22.7649
1 -40.673 -17.5493 -22.1587
1 -36.01 -17.9214 -18.0422
1 -37.4133 -18.5395 -19.3781
1 -32.7638 -19.7661 -20.669
1 -31.0279 -19.7556 -18.4753
1 -29.7535 -17.4711 -17.0593
1 -30.5213 -18.783 -18.0883
1 -33.7972 -19.8783 -18.8827
1 -31.9762 -19.9194 -20.0448
1 -32.9462 -19.7199 -19.5876
1 -35.8895 -17.9466 -20.0365
1 -36.6636 -19.3059 -20.465
1 -33.5617 -18.6819 -19.4588
1 -36.4929 -16.9622 -20.1418
1 -36.8106 -19.6375 -19.4826
1 -35.2669 -17.837 -22.2125
1 -33.9824 -18.5096 -20.3822
1 -39.5451 -1.69877 -17.9764
1 -37.5286 -1.76949 -15.117
1 -38.1021 -1.20806 -16.635
1 -41.6556 -4.86484 -12.2271
1 -42.2105 -4.36628 -14.4339
1 -41.4089 -4.16677 -12.9159
1 -40.6732 -5.06186 -12.4369
1 -42.5096 -4.26576 -13.2512
1 -42.7401 -2.77918 -12.8
1 -41.6697 -4.80293 -13.6672
1 -43.1444 -6.08764 -14.4968
1 -43.8817 -3.66939 -15.1137
1 -43.706 -5.73719 -13.464
1 -41.7644 -6.49206 -14.1523
1 -42.3183 -4.59246 -15.4281
1 -44.6871 -5.84227 -14.7001
1 -42.8666 -6.58685 -15.3319
1 -44.2763 -4.7603 -15.089
1 -42.7845 -3.59915 -13.9575
1 -44.3501 -3.17817 -11.0137
1 -42.1307 -3.03906 -11.5435
1 -41.7054 -2.56708 -12.3306
1 -41.9246 -4.01895 -11.7086
1 -43.5459 -3.31933 -10.3604
1 -42.8807 -3.81996 -14.9551
1 -43.3837 -4.51357 -15.4941
1 -44.3418 -3.74923 -14.1747
1 -41.3956 -1.52531 -11.6946
1 -43.1922 -0.741693 -11.7092
1 -42.2461 -1.01337 -11.98
1 -44.8732 -4.13278 -13.3999
1 -43.0044 -5.60557 -15.5675
1 -45.2461 -5.08792 -15.1862
1 -46.6072 -5.85148 -14.9707
1 -45.2792 -3.95108 -14.5024
1 -42.6007 -5.46018 -16.4825
1 -41.9137 -6.86521 -15.11
1 -41.4965 -7.75793 -15.3935
1 -42.2033 -7.36889 -13.9001
1 -41.8438 -8.31308 -13.9247
1 -42.8307 -7.43988 -14.73
1 -43.3061 -7.08867 -16.114
1 -40.9885 -5.99805 -12.2281
1 -40.1645 -6.18046 -11.4955
1 -41.3823 -6.71769 -12.8186
1 -39.8364 -7.55532 -11.5105
1 -37.8895 -8.32366 -11.2999
1 -38.0885 -10.1139 -8.51717
1 -38.4658 -8.08863 -12.0949
1 -40.1505 -7.25262 -10.592
1 -46.6252 -5.40472 -5.25889
1 -45.7578 -5.02414 -6.46664
1 -46.6479 -5.50999 -6.37634
1 -40.8292 -7.27065 -11.3453
1 -40.7431 -7.69645 -12.6887
1 -39.6021 -7.34032 -12.4683
1 -41.2285 -7.29017 -13.6352
1 -40.5233 -7.98524 -13.8343
1 -40.4576 -6.8634 -12.1922
1 -40.9374 -8.61013 -12.297
1 -40.1741 -6.89336 -13.1816
1 -43.6726 -5.91259 -16.2642
1 -44.9645 -4.87707 -14.2133
1 -43.8576 -6.05002 -15.2384
1 -44.632 -4.52629 -16.0932
1 -44.4769 -5.4829 -15.8048
1 -45.14 -6.23956 -15.6729
1 -45.7545 -5.04194 -16.1074
1 -44.1978 -6.89047 -15.6839
1 -43.6284 -4.90508 -16.416
1 -41.4198 -5.01474 -15.214
1 -41.5324 -5.91495 -15.6695
1 -44.0945 -8.05506 -11.8631
1 -46.4908 -9.30526 -14.2593
1 -47.5897 -9.59171 -14.8078
1 -46.3814 -8.82313 -13.3793
1 -45.9828 -8.38523 -14.4842
1 -47.4303 -9.22124 -13.8829
1 -47.0158 -8.04784 -13.205
1 -47.31 -9.18667 -12.8632
1 -45.2068 -9.01805 -12.6776
1 -44.1534 -8.01481 -14.2161
1 -46.4249 -8.2047 -12.3857
1 -44.8777 -7.71907 -13.4866
1 -43.2543 -8.20019 -12.915
1 -45.4708 -7.51279 -14.3147
1 -46.2481 -9.22143 -12.4558
1 -43.9718 -7.50306 -13.0936
1 -44.4799 -8.32458 -12.7804
1 -44.2994 -9.22594 -10.3967
1 -43.5732 -8.71475 -9.79789
1 -43.7968 -7.82923 -10.4418
1 -44.7667 -8.88119 -11.5014
1 -43.8269 -8.69 -11.1121
1 -36.9326 -10.6148 -10.8369
1 -38.5217 -12.2967 -11.4636
1 -38.6993 -10.746 -9.0144
1 -38.0481 -12.3959 -12.4625
1 -39.5719 -8.43564 -7.65234
1 -38.5096 -8.3933 -8.15704
1 -38.4159 -8.82828 -7.08074
1 -40.3553 -9.03605 -7.24913
1 -39.4711 -8.59969 -6.65784
1 -39.0286 -11.825 -12.3473
1 -38.7857 -11.2002 -13.8536
1 -38.1416 -11.5145 -11.9791
1 -38.9593 -13.7538 -12.8471
1 -38.0057 -12.2422 -13.4698
1 -38.8669 -12.6092 -13.0818
1 -38.4154 -11.2557 -12.9157
1 -38.057 -10.3182 -9.66899
1 -37.4789 -11.6341 -12.8599
1 -37.1773 -11.1668 -12.0176
1 -41.5235 -9.55447 -8.37522
1 -37.7566 -9.89739 -11.7035
1 -39.2087 -8.78734 -12.5723
1 -37.0437 -10.3423 -9.70699
1 -38.7795 -7.86473 -9.92474
1 -37.8144 -10.8371 -11.3062
1 -40.3971 -11.7219 -7.3555
1 -41.838 -13.0241 -7.10242
1 -39.9383 -13.2883 -8.90836
1 -38.9578 -11.1138 -7.64682
1 -40.3669 -10.044 -7.31625
1 -41.3145 -12.0888 -10.915
1 -41.3435 -10.497 -11.7082
1 -41.8033 -11.2745 -11.2574
1 -39.6351 -13.4509 -11.7965
1 -38.7226 -14.0303 -11.84
1 -40.2747 -14.1965 -11.5638
1 -41.6702 -12.6493 -11.677
1 -42.5133 -13.1172 -11.3725
1 -42.3177 -12.1342 -11.0323
1 -41.0562 -11.75 -13.2929
1 -42.0175 -13.24 -12.4187
1 -40.8983 -9.31583 -10.3011
1 -39.5361 -9.23439 -8.71842
1 -42.456 -9.33087 -9.67882
1 -40.7547 -9.04989 -8.79247
1 -40.8776 -9.616 -11.8662
1 -39.743 -8.07324 -10.1476
1 -38.8997 -7.8143 -11.1063
1 -40.3679 -8.71605 -9.66389
1 -40.5195 -8.41664 -8.03918
1 -38.9889 -9.23951 -7.86321
1 -39.5521 -8.22492 -8.67522
1 -39.2649 -8.94759 -9.66128
1 -41.154 -8.91547 -11.1929
1 -39.8915 -9.01174 -10.5131
1 -40.1661 -9.76037 -11.1611
1 -42.2031 -11.835 -11.9954
1 -40.4313 -9.87552 -8.31041
1 -38.9392 -11.8589 -6.86865
1 -39.5848 -12.3353 -8.8643
1 -41.8143 -13.2297 -9.6932
1 -38.6832 -13.6875 -9.22283
1 -43.1934 -12.6423 -7.2654
1 -42.5928 -11.5601 -6.49788
1 -43.1721 -14.5518 -6.52103
1 -44.5408 -13.4161 -7.47054
1 -44.254 -11.408 -5.33792
1 -44.6878 -12.7559 -6.59553
1 -43.2373 -11.4852 -5.68274
1 -41.0374 -15.9672 -6.66784
1 -43.9505 -12.7526 -5.89595
1 -41.3192 -14.8403 -4.1854
1 -43.5086 -12.059 -6.48221
1 -40.6282 -11.5678 -4.48685
1 -43.8288 -13.2744 -6.75665
1 -43.3397 -9.73521 -5.24184
1 -40.7871 -10.4463 -6.49106
1 -40.4677 -10.635 -5.54212
1 -42.2789 -12.1224 -7.28238
1 -41.6196 -10.2207 -5.96092
1 -40.3789 -11.3523 -6.30852
1 -43.683 -10.5674 -5.70893
1 -43.6019 -9.38136 -6.17844
1 -45.1523 -10.6388 -5.16227
1 -44.7189 -10.6342 -6.17597
1 -44.9361 -9.31014 -4.98871
1 -44.3615 -9.82231 -5.64458
1 -44.242 -10.4075 -4.76759
1 -43.1507 -12.4388 -5.35884
1 -39.93 -14.7227 -7.91957
1 -39.5174 -14.2097 -8.89552
1 -40.1017 -13.531 -7.25527
1 -41.639 -12.5469 -6.21712
1 -43.4532 -12.8282 -4.46901
1 -45.0408 -13.9019 -6.73744
1 -43.0899 -10.0875 -4.3231
1 -44.3362 -12.4629 -4.12209
1 -43.0174 -10.9404 -3.77135
1 -43.6977 -11.8616 -4.62444
1 -42.9707 -11.9429 -3.87759
1 -43.3728 -10.9235 -4.81574
1 -41.8647 -10.9491 -4.22082
1 -42.5546 -10.5658 -6.66967
1 -41.141 -11.7809 -5.78766
1 -42.5867 -9.92317 -5.89095
1 -42.5518 -11.5108 -4.79245
1 -41.3648 -10.6814 -5.07904
1 -42.2898 -10.324 -4.89095
1 -45.5561 -13.1823 -6.20182
1 -44.5523 -15.1004 -4.56603
1 -45.3658 -14.0705 -5.37431
1 -43.6852 -13.497 -5.18947
1 -42.1655 -11.8955 -5.64682
1 -44.1444 -12.2814 -7.31081
1 -42.6277 -12.5671 -6.42288
1 -43.597 -13.7623 -7.61489
1 -42.8508 -13.5539 -6.96156
1 -42.145 -13.4391 -4.6376
1 -35.828 -7.83802 -12.7159
1 -42.251 -12.8982 -5.48485
1 -42.4061 -10.9043 -5.70819
1 -38.8843 -12.9819 -8.52046
1 -42.6861 -10.2575 -10.0074
1 -43.2097 -10.9728 -9.52224
1 -42.2896 -10.714 -9.19128
1 -39.2401 -12.9197 -9.61267
1 -38.8478 -12.188 -7.82233
1 -39.8518 -12.6875 -7.9571
1 -41.0204 -11.0912 -3.68281
1 -39.0267 -10.9702 -3.84159
1 -40.9358 -10.1813 -3.24285
1 -42.1136 -9.72614 -2.71855
1 -41.344 -10.083 -4.2647
1 -40.731 -13.0323 -8.31589
1 -39.773 -10.9196 -7.03324
1 -41.4069 -13.7767 -8.6617
1 -38.4626 -13.0795 -7.54655
1 -41.5402 -11.9963 -7.96174
1 -38.3259 -14.3928 -10.0518
1 -40.4607 -14.0034 -8.38877
1 -39.6075 -13.8344 -9.83093
1 -40.6889 -12.698 -7.36314
1 -38.5845 -14.0416 -8.28077
1 -41.7248 -12.9758 -8.12381
1 -37.6685 -9.50567 -9.20593
1 -38.2621 -8.69504 -9.30325
1 -38.8519 -8.66081 -10.5424
1 -41.2261 -14.589 -8.08333
1 -44.2512 -17.3956 -8.38286
1 -43.4527 -18.6293 -9.58121
1 -43.4323 -17.4104 -7.60065
1 -42.4948 -14.36 -9.59185
1 -41.3208 -15.1003 -7.21813
1 -41.3071 -14.6867 -9.08951
1 -41.0456 -15.5636 -9.51574
1 -40.373 -14.9782 -8.7961
1 -39.9273 -14.9202 -9.70338
1 -40.4723 -14.1243 -9.39318
1 -38.7135 -10.9947 -10.1572
1 -37.0234 -8.96119 -9.75925
1 -39.1332 -8.685 -11.5673
1 -39.8743 -10.0709 -9.17627
1 -39.11 -10.0667 -10.1602
1 -39.6826 -10.5958 -10.8533
1 -39.1845 -9.5355 -11.0153
1 -38.1672 -11.6607 -9.62919
1 -38.2175 -9.25095 -11.0633
1 -38.8188 -9.74825 -9.22988
1 -37.6023 -11.0421 -10.2051
1 -36.5583 -11.3183 -10.1735
1 -36.9432 -9.65718 -10.4876
1 -36.4395 -10.1092 -11.5673
1 -38.3409 -9.41983 -10.0576
1 -37.5195 -9.584 -12.6466
1 -38.8992 -10.3703 -12.9433
1 -40.6816 -11.6949 -14.2297
1 -41.614 -13.0077 -14.3998
1 -41.0864 -12.0966 -17.94
1 -41.8901 -11.988 -14.6533
1 -39.687 -11.5877 -14.0942
1 -38.4925 -10.5286 -12.0317
1 -40.3002 -11.6067 -12.6388
1 -39.4464 -10.8143 -12.2194
1 -39.7594 -12.1758 -13.2743
1 -39.944 -13.4814 -12.7883
1 -39.6416 -11.0539 -13.1813
1 -37.7124 -10.5742 -12.6701
1 -36.5914 -9.41139 -12.2855
1 -36.3116 -8.76922 -11.465
1 -38.2225 -9.0673 -12.0566
1 -36.9805 -10.6266 -13.366
1 -36.6926 -8.62803 -12.9676
1 -36.6795 -7.24065 -11.1977
1 -37.4301 -6.12969 -11.7706
1 -36.1657 -6.5387 -11.713
1 -33.17 -3.84531 -10.7618
1 -31.7519 -0.10359 -10.3372
1 -32.941 -1.8495 -9.31083
1 -31.7557 -0.320468 -9.27146
1 -32.0132 -1.43253 -8.99422
1 -32.8456 -2.6807 -9.87587
1 -32.6156 -1.10193 -9.91322
1 -32.4839 -0.469745 -10.9366
1 -32.6344 -0.0913583 -9.77021
1 -32.4758 1.26784 -8.78754
1 -32.4625 0.961174 -9.79429
1 -31.7619 -1.34231 -10.4014
1 -34.3691 -2.53266 -10.5288
1 -35.0729 -2.19796 -9.84766
1 -34.201 -3.52013 -10.9269
1 -37.4247 4.48961 -13.9379
1 -38.189 4.18217 -14.6495
1 -38.698 4.64306 -15.8166
1 -37.8575 4.99153 -15.3031
1 -37.0858 3.38488 -13.9136
1 -34.5821 -3.57029 -11.8612
1 -34.8024 -3.95912 -12.775
1 -34.2757 -1.96389 -11.4288
1 -36.7316 -3.28112 -8.51012
1 -36.189 -1.94799 -9.87698
1 -36.2492 -2.4603 -8.94716
1 -35.0383 -2.62111 -11.5217
1 -33.8033 -3.24911 -12.4216
1 -35.0483 -1.82314 -10.7859
1 -34.0059 -1.67322 -10.1251
1 -33.3888 -2.8509 -10.7103
1 -36.7603 -6.59985 -12.5269
1 -35.666 -8.71559 -12.2408
1 -36.459 -5.59914 -11.4858
1 -35.6613 -4.79689 -12.0385
1 -35.4516 -5.51619 -11.3412
1 -34.4436 -5.52459 -11.26
1 -35.138 -6.48218 -11.4608
1 -34.3866 -7.116 -11.7906
1 -33.9727 -6.41526 -11.1916
1 -35.4756 -6.99102 -12.2951
1 -34.039 -8.06607 -11.7922
1 -35.6705 -7.38244 -10.9313
1 -35.4884 -8.33634 -10.6573
1 -35.104 -7.89843 -11.6326
1 -35.0345 -5.75499 -10.4402
1 -36.3686 -7.03027 -10.233
1 -36.0055 -4.99552 -10.1287
1 -34.9343 -5.64985 -9.43998
1 -36.0849 -5.38965 -9.16677
1 -35.392 -6.96774 -9.5378
1 -36.6677 -5.70529 -10.4692
1 -35.2772 -4.95638 -8.69736
1 -32.4418 -3.97244 -9.34933
1 -33.035 -2.77817 -8.50644
1 -33.0617 -3.81254 -8.49123
1 -34.1275 -4.21457 -10.19
1 -35.0912 -3.8494 -8.73776
1 -34.096 -5.14245 -9.76989
1 -33.9965 -2.92857 -8.77963
1 -34.2051 -3.89634 -9.22432
1 -34.0965 -4.02777 -7.36787
1 -33.3439 -4.40579 -9.58048
1 -33.9323 -3.11684 -7.78868
1 -33.3148 -4.96653 -8.74163
1 -34.9195 -2.96471 -9.20085
1 -35.896 -2.34796 -11.064
1 -34.9102 -1.47282 -9.16437
1 -36.1416 -2.90945 -10.2306
1 -35.3001 -2.27096 -8.56226
1 -33.4126 -5.79197 -9.38837
1 -33.8059 -5.9408 -10.3152
1 -33.9602 -4.30484 -8.33076
1 -33.1538 -4.82538 -10.4814
1 -34.9645 -4.77876 -10.1614
1 -33.8964 -3.22466 -9.9216
1 -34.3016 -5.21602 -8.78449
1 -32.6131 -5.175 -9.43998
1 -34.911 -4.35726 -7.87785
1 -36.0213 -6.19314 -9.77837
1 -35.0269 -6.76493 -10.4576
1 -34.8189 -6.88397 -13.0547
1 -34.2446 -7.32445 -10.7741
1 -35.8695 -6.24542 -10.7763
1 -35.351 -9.60819 -12.593
1 -35.0829 -9.42163 -13.8479
1 -35.8019 -8.9939 -13.274
1 -37.7417 -9.05376 -13.4765
1 -36.4994 -10.5698 -12.4672
1 -37.3995 -9.89347 -13.9302
1 -37.3156 -8.64071 -12.1739
1 -39.1464 -10.1607 -13.8997
1 -40.1295 -10.5004 -13.8918
1 -38.5271 -9.43223 -12.9479
1 -39.0146 -9.0316 -13.7531
1 -39.5311 -9.59341 -13.091
1 -37.2423 -9.12275 -11.2904
1 -39.0283 -9.6723 -12.0035
1 -37.7784 -8.63125 -10.3445
1 -38.7066 -10.4284 -11.0471
1 -37.8439 -13.0656 -11.6668
1 -37.8465 -10.0873 -10.6313
1 -37.0807 -11.3814 -9.31209
1 -36.7372 -9.78052 -8.92247
1 -37.5464 -12.2371 -9.04704
1 -36.2199 -11.7014 -8.39934
1 -37.8313 -11.1422 -8.67844
1 -38.2102 -11.6126 -10.7835
1 -45.0951 -8.39884 -10.2499
1 -45.3629 -8.59325 -13.6266
1 -46.0868 -7.88493 -13.6055
1 -46.9316 -5.47612 -14.0914
1 -47.7362 -5.8588 -12.252
1 -48.3512 -4.81987 -14.9049
1 -47.9214 -6.33209 -15.2739
1 -48.8424 -6.70481 -15.0258
1 -46.9847 -6.64972 -15.4734
1 -47.5694 -4.02938 -14.5271
1 -47.4996 -6.86053 -14.5221
1 -48.7404 -6.34617 -13.9159
1 -47.4618 -6.24504 -13.7084
1 -48.549 -5.58709 -15.5447
1 -47.8794 -5.16428 -12.979
1 -47.4675 -4.68505 -13.7667
1 -50.3659 -4.56755 -16.2211
1 -48.0241 -5.7947 -14.4235
1 -47.2655 -7.06742 -13.1524
1 -52.7399 -4.0813 -10.246
1 -51.5706 -6.05147 -11.608
1 -52.7073 -3.21493 -9.63287
1 -51.6923 -4.02309 -8.57454
1 -51.7719 -4.59898 -10.2685
1 -50.5242 -1.27392 -7.91872
1 -49.6598 -3.03208 -7.82071
1 -51.2998 -2.00746 -7.42402
1 -51.9084 -2.58604 -9.77392
1 -53.7042 -2.77838 -9.53799
1 -53.2496 -5.60507 -10.3007
1 -52.8356 -2.18956 -9.73088
1 -52.1634 -5.52561 -10.0791
1 -51.589 -4.75417 -9.28331
1 -51.6407 -3.81073 -9.63876
1 -52.873 -2.69876 -8.77383
1 -52.5889 -3.44719 -8.15775
1 -51.9625 -3.11202 -8.91446
1 -50.8382 -4.85032 -10.5637
1 -51.6145 -5.16474 -11.127
1 -53.4161 -3.31367 -10.3501
1 -50.7632 -5.79931 -10.9112
1 -52.0746 -3.34285 -10.4207
1 -54.5066 -1.91188 -12.3938
1 -53.4242 -0.324218 -13.6234
1 -53.0408 -1.36746 -10.2832
1 -53.7319 0.563894 -12.9274
1 -52.2071 -2.4526 -13.3937
1 -53.4868 -0.365891 -12.6157
1 -54.2122 -2.43568 -11.4713
1 -54.7968 -4.2599 -11.7177
1 -54.7005 -3.3188 -11.3651
1 -51.1216 -3.66963 -10.4985
1 -46.2874 -7.16492 -12.9239
1 -47.2529 -7.78591 -14.2026
1 -45.7614 -8.60784 -11.465
1 -48.0744 -8.52676 -14.2911
1 -48.1068 -7.60992 -15.0043
1 -45.6237 -9.56723 -13.6763
1 -48.5104 -7.34337 -13.8517
1 -47.9988 -7.82476 -13.114
1 -46.2391 -6.75019 -13.856
1 -45.5052 -7.9704 -12.7317
1 -44.1954 -9.90397 -13.2041
1 -45.1294 -7.88513 -11.7852
1 -42.2218 -5.92155 -14.9284
1 -44.1685 -4.84359 -13.5934
1 -43.6128 -8.97984 -12.0824
1 -44.3861 -8.9465 -13.5711
1 -43.4176 -9.21842 -13.2799
1 -43.3402 -6.42027 -12.8022
1 -42.8957 -5.04449 -14.7337
1 -44.2769 -6.54749 -13.2214
1 -46.7386 -4.66934 -14.6986
1 -43.8487 -5.36674 -14.3952
1 -45.5255 -6.03789 -11.7741
1 -45.359 -6.3125 -10.513
1 -46.3865 -6.01346 -10.1423
1 -45.783 -5.40007 -11.0319
1 -44.6252 -6.33791 -11.3002
1 -43.6926 -6.91214 -14.7402
1 -43.2932 -7.6195 -13.8355
1 -42.9155 -6.68151 -13.6844
1 -41.8016 -3.7439 -13.7482
1 -39.5889 -1.22901 -16.9554
1 -38.3108 -0.0179555 -16.7975
1 -38.5421 -1.5755 -17.9963
1 -37.5669 -1.19905 -18.051
1 -38.2805 -0.723695 -17.519
1 -41.644 -3.5247 -15.103
1 -40.5549 -3.37024 -14.2713
1 -41.5537 -2.39285 -15.0581
1 -43.3417 -3.3016 -16.245
1 -41.0379 -2.97814 -15.6998
1 -41.8439 -2.82818 -13.3037
1 -39.4631 -3.55475 -14.8467
1 -43.2138 -2.70364 -14.1518
1 -42.4309 -1.87022 -12.48
1 -41.5485 -1.91388 -13.6187
1 -42.5544 -2.1938 -14.7218
1 -42.539 -2.13826 -13.5623
1 -40.9203 -2.12004 -16.3592
1 -40.6149 -0.431944 -14.7219
1 -40.4376 -1.44934 -12.8444
1 -41.1124 -1.01153 -13.7551
1 -39.4518 0.247002 -13.224
1 -38.8124 0.034333 -12.4683
1 -38.7497 0.701709 -14.3526
1 -37.9055 -0.853933 -15.342
1 -38.9856 -0.312365 -13.9256
1 -41.2283 0.0241937 -14.0539
1 -41.9679 -1.86184 -16.4397
1 -39.6792 -2.71764 -15.397
1 -42.2779 -1.34756 -15.2002
1 -42.7942 2.44472 -18.5742
1 -41.3868 2.34928 -17.1021
1 -42.0703 2.39541 -17.8429
1 -44.1478 1.86256 -16.1681
1 -44.5056 0.917275 -16.0188
1 -43.6406 1.85759 -17.8783
1 -43.7254 3.2155 -16.7247
1 -44.5192 1.29382 -17.1052
1 -40.6737 1.15956 -17.7519
1 -40.0488 -0.718066 -17.7649
1 -40.9932 1.0304 -18.7224
1 -39.6509 1.43571 -15.5301
1 -39.7462 1.58283 -17.8049
1 -42.5451 2.18212 -16.3447
1 -42.3236 0.605234 -17.167
1 -42.4183 1.67027 -17.2138
1 -39.9229 0.478246 -17.6131
1 -40.6014 2.97828 -17.1784
1 -40.6729 2.22597 -18.09
1 -42.9649 0.427223 -15.923
1 -43.3735 1.24231 -16.3619
1 -43.2699 -0.636788 -16.5727
1 -42.2569 -0.681059 -16.6868
1 -41.8659 -0.610858 -15.7546
1 -43.5702 0.096235 -14.503
1 -42.9418 -2.50009 -11.8388
1 -44.3592 -2.00291 -12.7245
1 -43.4829 -2.23953 -13.2193
1 -43.7948 -1.2785 -13.1778
1 -43.4309 -1.76612 -12.3291
1 -43.8814 -0.73718 -14.026
1 -44.0562 -1.08486 -15.2446
1 -43.0974 -0.36744 -13.5079
1 -42.2615 0.377826 -15.1999
1 -43.0323 -0.055989 -17.7723
1 -42.3664 1.18814 -16.3277
1 -42.9346 -0.542937 -15.6195
1 -43.2913 0.339815 -16.8764
1 -44.1894 -0.655896 -16.1555
1 -42.0235 0.239689 -16.2755
1 -42.283 -0.485 -14.6759
1 -41.2972 0.0695846 -15.2733
1 -43.6355 1.05029 -15.3831
